market,instrument,base_asset,quote_asset,time,open,high,low,close,total_trades,total_trades_buy,total_trades_sell,volume,quote_volume,volume_buy,quote_volume_buy,volume_sell,quote_volume_sell
binance,BTC-USDT,BTC,USDT,2025-01-06 20:00:00,101817.22,102318.5,101800.0,102127.38,149242,75067,74175,1458.54383,148871342.208765,707.96106,72253346.646295,750.58277,76617995.5625226
binance,BTC-USDT,BTC,USDT,2025-01-06 21:00:00,102127.38,102329.98,101600.05,101611.92,96661,48229,48432,1010.1979,103066977.740936,445.71654,45474034.134756,564.48136,57592943.6062171
binance,BTC-USDT,BTC,USDT,2025-01-06 22:00:00,101611.92,102084.13,101600.06,102011.98,55270,30932,24338,365.15756,37194229.7637983,172.94322,17615584.4893274,192.21434,19578645.2744709
binance,BTC-USDT,BTC,USDT,2025-01-06 23:00:00,102011.98,102239.58,101896.87,102235.6,74979,38146,36833,435.86784,44494854.6874667,249.03074,25422913.7760291,186.8371,19071940.9114376
binance,BTC-USDT,BTC,USDT,2025-01-07 00:00:00,102235.6,102724.38,101950.0,102042.46,135026,72778,62248,980.37078,100268532.46524,590.27743,60387051.7975812,390.09335,39881480.6676654
binance,BTC-USDT,BTC,USDT,2025-01-07 01:00:00,102042.46,102071.9,101684.95,101915.66,84821,41106,43715,558.30589,56876018.4847103,259.10568,26395741.5517331,299.20021,30480276.9329772
binance,BTC-USDT,BTC,USDT,2025-01-07 02:00:00,101915.66,102018.98,101651.67,101677.66,63895,26929,36966,392.40922,39967952.1167881,185.12378,18854806.7272304,207.28544,21113145.3895577
binance,BTC-USDT,BTC,USDT,2025-01-07 03:00:00,101677.66,101818.19,101512.91,101708.08,61343,30130,31213,426.32949,43350970.7987492,193.69753,19693759.5967305,232.63196,23657211.2020187
binance,BTC-USDT,BTC,USDT,2025-01-07 04:00:00,101708.08,101925.77,101667.01,101667.02,46952,19609,27343,289.09956,29432165.4496249,113.1659,11521311.3246717,175.93366,17910854.1249532
binance,BTC-USDT,BTC,USDT,2025-01-07 05:00:00,101667.02,101786.07,101582.79,101743.47,43596,21355,22241,341.58829,34741297.6428606,146.24871,14874296.6215999,195.33958,19867001.0212607
binance,BTC-USDT,BTC,USDT,2025-01-07 06:00:00,101743.47,101894.47,101648.56,101820.53,42564,24314,18250,336.00222,34201577.1389096,150.36925,15305808.0252694,185.63297,18895769.1136402
binance,BTC-USDT,BTC,USDT,2025-01-07 07:00:00,101820.53,102015.01,101640.47,101664.81,49632,22716,26916,526.07792,53544336.6583788,188.88221,19229635.7180524,337.19571,34314700.9403264
binance,BTC-USDT,BTC,USDT,2025-01-07 08:00:00,101664.81,101995.64,101618.04,101905.08,59495,33240,26255,455.62174,46376453.8822491,235.65401,23985962.877265,219.96773,22390491.0049841
binance,BTC-USDT,BTC,USDT,2025-01-07 09:00:00,101905.08,101914.11,101632.06,101723.19,66263,30616,35647,490.40273,49891819.3206401,199.16326,20262646.9376569,291.23947,29629172.3829832
binance,BTC-USDT,BTC,USDT,2025-01-07 10:00:00,101723.19,101723.19,101379.45,101406.78,81243,38883,42360,716.36897,72717951.0735118,254.44044,25824668.853066,461.92853,46893282.2204458
binance,BTC-USDT,BTC,USDT,2025-01-07 11:00:00,101406.78,101453.0,100472.45,100830.86,195271,84194,111077,1572.48188,158713757.657034,600.59438,60614177.6991812,971.8875,98099579.9575941
binance,BTC-USDT,BTC,USDT,2025-01-07 12:00:00,100830.86,100956.99,100628.43,100750.89,128082,61126,66956,725.09465,73093568.9467223,296.59753,29895851.8325676,428.49712,43197717.1141547
binance,BTC-USDT,BTC,USDT,2025-01-07 13:00:00,100750.89,100960.06,100615.63,100636.8,102770,54332,48438,744.04629,74973963.4421104,408.90043,41205437.8974519,335.14586,33768525.5446585
binance,BTC-USDT,BTC,USDT,2025-01-07 14:00:00,100636.8,100862.91,99732.0,99979.69,326438,156069,170369,2490.75719,250020962.9767,1166.37593,117105340.254199,1324.38126,132915622.722844
